SRBF32CTH01T01 88.925
SRBF32CTH01T02 88.4037
SRBF32CTH01T03 88.381
SRBF32CTH01T04 87.9795
SRBF32CTH01T05 88.3012
SRBF32CTH02T01 88.1695
SRBF32CTH02T02 88.212
SRBF32CTH02T03 88.1333
SRBF32CTH02T04 88.2381
SRBF32CTH02T05 87.7964
SRBF32CTH04T01 89.3537
SRBF32CTH04T02 89.0405
SRBF32CTH04T03 88.8864
SRBF32CTH04T04 89.0829
SRBF32CTH04T05 89.4563
SRBF32CTH08T01 90.2646
SRBF32CTH08T02 90.9505
SRBF32CTH08T03 91.9149
SRBF32CTH08T04 91.0339
SRBF32CTH08T05 89.8414
SRBF32CTH16T01 93.0955
SRBF32CTH16T02 92.8954
SRBF32CTH16T03 92.6966
SRBF32CTH16T04 92.4732
SRBF32CTH16T05 92.81
SWBF32CTH01T01 64.5181
SWBF32CTH01T02 66.2264
SWBF32CTH01T03 63.8527
SWBF32CTH01T04 63.1474
SWBF32CTH01T05 65.6829
SWBF32CTH02T01 47.0467
SWBF32CTH02T02 46.6955
SWBF32CTH02T03 43.6586
SWBF32CTH02T04 45.4973
SWBF32CTH02T05 45.4586
SWBF32CTH04T01 27.1439
SWBF32CTH04T02 28.3568
SWBF32CTH04T03 27.9772
SWBF32CTH04T04 26.5826
SWBF32CTH04T05 26.9859
SWBF32CTH08T01 15.4621
SWBF32CTH08T02 15.2633
SWBF32CTH08T03 15.0471
SWBF32CTH08T04 14.9254
SWBF32CTH08T05 14.9741
SWBF32CTH16T01 8.27122
SWBF32CTH16T02 7.77854
SWBF32CTH16T03 7.91588
SWBF32CTH16T04 8.28522
SWBF32CTH16T05 7.74147
SR01VM01CTH01T01 138.032
SR01VM01CTH01T02 138.099
SR01VM01CTH01T03 135.268
SR01VM01CTH01T04 136.634
SR01VM01CTH01T05 133.988
SR01VM01CTH02T01 130.301
SR01VM01CTH02T02 127.798
SR01VM01CTH02T03 130.622
SR01VM01CTH02T04 127.414
SR01VM01CTH02T05 132
SR01VM01CTH04T01 132.939
SR01VM01CTH04T02 132.022
SR01VM01CTH04T03 124.941
SR01VM01CTH04T04 132.513
SR01VM01CTH04T05 125.722
SR01VM01CTH08T01 129.838
SR01VM01CTH08T02 127.61
SR01VM01CTH08T03 130.585
SR01VM01CTH08T04 123.2
SR01VM01CTH08T05 131.165
SR01VM01CTH16T01 119.858
SR01VM01CTH16T02 122.81
SR01VM01CTH16T03 119.376
SR01VM01CTH16T04 122.484
SR01VM01CTH16T05 119.31
SW01VM01CTH01T01 169.469
SW01VM01CTH01T02 159.478
SW01VM01CTH01T03 168.454
SW01VM01CTH01T04 165.428
SW01VM01CTH01T05 164.756
SW01VM01CTH02T01 171.637
SW01VM01CTH02T02 197.221
SW01VM01CTH02T03 174.602
SW01VM01CTH02T04 194.983
SW01VM01CTH02T05 195.256
SW01VM01CTH04T01 195.067
SW01VM01CTH04T02 166.294
SW01VM01CTH04T03 195.509
SW01VM01CTH04T04 197.789
SW01VM01CTH04T05 177.962
SW01VM01CTH08T01 170.394
SW01VM01CTH08T02 195.288
SW01VM01CTH08T03 182.768
SW01VM01CTH08T04 196.327
SW01VM01CTH08T05 197.204
SW01VM01CTH16T01 191.52
SW01VM01CTH16T02 166.034
SW01VM01CTH16T03 189.412
SW01VM01CTH16T04 196.49
SW01VM01CTH16T05 168.72
SR01VM02CTH01T01 162.117
SR01VM02CTH01T02 157.318
SR01VM02CTH01T03 164.002
SR01VM02CTH01T04 163.226
SR01VM02CTH01T05 166.797
SR01VM02CTH02T01 136.639
SR01VM02CTH02T02 154.117
SR01VM02CTH02T03 143.259
SR01VM02CTH02T04 145.815
SR01VM02CTH02T05 141.383
SR01VM02CTH04T01 156.693
SR01VM02CTH04T02 154.379
SR01VM02CTH04T03 138.82
SR01VM02CTH04T04 154.999
SR01VM02CTH04T05 158.218
SR01VM02CTH08T01 131.299
SR01VM02CTH08T02 150.525
SR01VM02CTH08T03 152.197
SR01VM02CTH08T04 150.005
SR01VM02CTH08T05 134.381
SR01VM02CTH16T01 133.475
SR01VM02CTH16T02 140.393
SR01VM02CTH16T03 131.782
SR01VM02CTH16T04 138.736
SR01VM02CTH16T05 136.869
SW01VM02CTH01T01 188.916
SW01VM02CTH01T02 191.666
SW01VM02CTH01T03 194.309
SW01VM02CTH01T04 194.148
SW01VM02CTH01T05 191.164
SW01VM02CTH02T01 251.181
SW01VM02CTH02T02 248.76
SW01VM02CTH02T03 219.443
SW01VM02CTH02T04 208.472
SW01VM02CTH02T05 244.288
SW01VM02CTH04T01 247.637
SW01VM02CTH04T02 198.538
SW01VM02CTH04T03 248.013
SW01VM02CTH04T04 251.182
SW01VM02CTH04T05 237.472
SW01VM02CTH08T01 243.92
SW01VM02CTH08T02 236.035
SW01VM02CTH08T03 266.256
SW01VM02CTH08T04 187.353
SW01VM02CTH08T05 248.562
SW01VM02CTH16T01 267.509
SW01VM02CTH16T02 195.955
SW01VM02CTH16T03 250.482
SW01VM02CTH16T04 254.257
SW01VM02CTH16T05 270.764
SR01VM04CTH01T01 157.866
