SRBF32CTH01T01 99.9661
SRBF32CTH01T02 99.9863
SRBF32CTH01T03 100
SRBF32CTH01T04 100.029
SRBF32CTH01T05 99.7636
SRBF32CTH02T01 100
SRBF32CTH02T02 99.5721
SRBF32CTH02T03 99.68
SRBF32CTH02T04 99.0311
SRBF32CTH02T05 100.009
SRBF32CTH04T01 100
SRBF32CTH04T02 100
SRBF32CTH04T03 100.027
SRBF32CTH04T04 99.9869
SRBF32CTH04T05 100.033
SRBF32CTH08T01 99.986
SRBF32CTH08T02 99.8133
SRBF32CTH08T03 100.009
SRBF32CTH08T04 100.009
SRBF32CTH08T05 100
SRBF32CTH16T01 99.6533
SRBF32CTH16T02 99.6273
SRBF32CTH16T03 99.9913
SRBF32CTH16T04 99.6511
SRBF32CTH16T05 99.6653
SWBF32CTH01T01 0.8
SWBF32CTH01T02 0
SWBF32CTH01T03 3.06667
SWBF32CTH01T04 0.666667
SWBF32CTH01T05 0.533333
SWBF32CTH02T01 0
SWBF32CTH02T02 0
SWBF32CTH02T03 0
SWBF32CTH02T04 0
SWBF32CTH02T05 0
SWBF32CTH04T01 0
SWBF32CTH04T02 0
SWBF32CTH04T03 0
SWBF32CTH04T04 0
SWBF32CTH04T05 0
SWBF32CTH08T01 0
SWBF32CTH08T02 0
SWBF32CTH08T03 0
SWBF32CTH08T04 0
SWBF32CTH08T05 0
SWBF32CTH16T01 0
SWBF32CTH16T02 0
SWBF32CTH16T03 0
SWBF32CTH16T04 0
SWBF32CTH16T05 0
SR01VM01CTH01T01 98.6449
SR01VM01CTH01T02 98.9583
SR01VM01CTH01T03 98.2076
SR01VM01CTH01T04 99.1669
SR01VM01CTH01T05 98.9268
SR01VM01CTH02T01 98.9963
SR01VM01CTH02T02 98.9106
SR01VM01CTH02T03 98.2536
SR01VM01CTH02T04 99.7075
SR01VM01CTH02T05 98.1304
SR01VM01CTH04T01 99.9472
SR01VM01CTH04T02 99.0182
SR01VM01CTH04T03 99.9397
SR01VM01CTH04T04 99.0977
SR01VM01CTH04T05 99.8722
SR01VM01CTH08T01 99.9877
SR01VM01CTH08T02 99.85
SR01VM01CTH08T03 99.9775
SR01VM01CTH08T04 99.8269
SR01VM01CTH08T05 98.366
SR01VM01CTH16T01 99.5335
SR01VM01CTH16T02 99.4756
SR01VM01CTH16T03 99.6103
SR01VM01CTH16T04 99.5319
SR01VM01CTH16T05 99.6806
SW01VM01CTH01T01 98.2732
SW01VM01CTH01T02 96.4299
SW01VM01CTH01T03 99.3905
SW01VM01CTH01T04 99.2878
SW01VM01CTH01T05 98.6435
SW01VM01CTH02T01 95.3429
SW01VM01CTH02T02 99.5
SW01VM01CTH02T03 97.5306
SW01VM01CTH02T04 98.8279
SW01VM01CTH02T05 99.2558
SW01VM01CTH04T01 98.9905
SW01VM01CTH04T02 96.9254
SW01VM01CTH04T03 99.3488
SW01VM01CTH04T04 99.5163
SW01VM01CTH04T05 98.1214
SW01VM01CTH08T01 95.7969
SW01VM01CTH08T02 99.3273
SW01VM01CTH08T03 98.688
SW01VM01CTH08T04 99.135
SW01VM01CTH08T05 99.2
SW01VM01CTH16T01 99.0476
SW01VM01CTH16T02 97.4303
SW01VM01CTH16T03 98.8483
SW01VM01CTH16T04 99.3156
SW01VM01CTH16T05 96.9878
SR01VM02CTH01T01 98.6
SR01VM02CTH01T02 99.2754
SR01VM02CTH01T03 98.9259
SR01VM02CTH01T04 98.7961
SR01VM02CTH01T05 98.2931
SR01VM02CTH02T01 99.4987
SR01VM02CTH02T02 99.4783
SR01VM02CTH02T03 99.2
SR01VM02CTH02T04 99.4365
SR01VM02CTH02T05 99.44
SR01VM02CTH04T01 99.4439
SR01VM02CTH04T02 99.7508
SR01VM02CTH04T03 99.7821
SR01VM02CTH04T04 100
SR01VM02CTH04T05 99.7553
SR01VM02CTH08T01 99.9895
SR01VM02CTH08T02 98.7826
SR01VM02CTH08T03 100
SR01VM02CTH08T04 99.8952
SR01VM02CTH08T05 99.8139
SR01VM02CTH16T01 101.081
SR01VM02CTH16T02 100.01
SR01VM02CTH16T03 99.9754
SR01VM02CTH16T04 99.4578
SR01VM02CTH16T05 99.078
SW01VM02CTH01T01 95.6755
SW01VM02CTH01T02 97.8353
SW01VM02CTH01T03 99.2316
SW01VM02CTH01T04 99.0471
SW01VM02CTH01T05 96.02
SW01VM02CTH02T01 99.4256
SW01VM02CTH02T02 99.4111
SW01VM02CTH02T03 96.4725
SW01VM02CTH02T04 96.8308
SW01VM02CTH02T05 99.4051
SW01VM02CTH04T01 98.1579
SW01VM02CTH04T02 95.3966
SW01VM02CTH04T03 99.678
SW01VM02CTH04T04 99.2649
SW01VM02CTH04T05 98.2
SW01VM02CTH08T01 99.42
SW01VM02CTH08T02 99.3951
SW01VM02CTH08T03 99.1222
