SRBF32CTH01T01 89.5628
SRBF32CTH01T02 89.4546
SRBF32CTH01T03 89.1602
SRBF32CTH01T04 88.8891
SRBF32CTH01T05 89.261
SRBF32CTH01T06 88.9969
SRBF32CTH01T07 88.8107
SRBF32CTH01T08 88.7962
SRBF32CTH01T09 89.752
SRBF32CTH01T10 89.4624
SRBF32CTH02T01 89.3869
SRBF32CTH02T02 89.3139
SRBF32CTH02T03 88.804
SRBF32CTH02T04 89.1485
SRBF32CTH02T05 88.9308
SRBF32CTH02T06 88.6705
SRBF32CTH02T07 88.8981
SRBF32CTH02T08 88.6613
SRBF32CTH02T09 89.7147
SRBF32CTH02T10 89.6729
SRBF32CTH04T01 90.5313
SRBF32CTH04T02 90.7909
SRBF32CTH04T03 90.519
SRBF32CTH04T04 90.3369
SRBF32CTH04T05 90.0812
SRBF32CTH04T06 90.202
SRBF32CTH04T07 90.0635
SRBF32CTH04T08 89.6686
SRBF32CTH04T09 91.1947
SRBF32CTH04T10 91.5457
SRBF32CTH08T01 91.5311
SRBF32CTH08T02 91.3437
SRBF32CTH08T03 91.1311
SRBF32CTH08T04 91.1131
SRBF32CTH08T05 90.8802
SRBF32CTH08T06 90.9371
SRBF32CTH08T07 90.79
SRBF32CTH08T08 90.3509
SRBF32CTH08T09 91.7838
SRBF32CTH08T10 91.397
SRBF32CTH16T01 91.9478
SRBF32CTH16T02 91.6941
SRBF32CTH16T03 91.7378
SRBF32CTH16T04 91.9169
SRBF32CTH16T05 91.1645
SRBF32CTH16T06 91.2387
SRBF32CTH16T07 91.327
SRBF32CTH16T08 92.5163
SRBF32CTH16T09 92.4
SRBF32CTH16T10 92.5445
SWBF32CTH01T01 69.9533
SWBF32CTH01T02 69.8808
SWBF32CTH01T03 71.554
SWBF32CTH01T04 72.1389
SWBF32CTH01T05 71.8125
SWBF32CTH01T06 71.9357
SWBF32CTH01T07 71.9094
SWBF32CTH01T08 70.9883
SWBF32CTH01T09 72.6746
SWBF32CTH01T10 71.7677
SWBF32CTH02T01 47.8541
SWBF32CTH02T02 48.218
SWBF32CTH02T03 48.2005
